Index,Standing screen display size,Screen Resolution,Max Screen Resolution,Processor,RAM,Memory Speed,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Graphics Card Ram Size,Wireless Type,Number of USB 3.0 Ports,Average Battery Life (in hours),Brand,Series,Item model number,Hardware Platform,Operating System,Item Weight,Product Dimensions,Item Dimensions  LxWxH,Color,Processor Brand,Number of Processors,Computer Memory Type,Flash Memory Size,Hard Drive Interface,Optical Drive Type,Voltage,Batteries,Power Source,Number of USB 2.0 Ports,Hard Drive Rotational Speed,National Stock Number,Rear Webcam Resolution,Package Dimensions,Audio-out Ports (#),Manufacturer,Language,ASIN,Date First Available,Department,Is Discontinued By Manufacturer,Country of Origin,Cover Material,Number of Items,Ruling,Sheet Size,Manufacturer Part Number,Part Number,Size,Style,Wattage,Item Package Quantity,Display Style,Special Features,Usage,Included Components,Batteries Included?,Batteries Required?,Battery Cell Type,Warranty Description,Price($)
302,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎1.3 GHz apple_ci5,‎32 DDR4,,‎1 TB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,,"‎Bluetooth, 802.11ax",‎3,,‎Dell,‎Latitude,‎3540,‎PC,‎Windows 11 Pro,‎3.99 pounds,‎14.1 x 9.4 x 0.71 inches,‎14.1 x 9.4 x 0.71 inches,‎Black,‎Intel,‎10,‎DDR4 SDRAM,,‎PCIE x 4,‎No Optical Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889.0
303,‎16 Inches,‎1920 x 1200 pixels,‎1920x1200 Pixels,‎2.4 GHz apple_ci7,‎16 DDR5,‎4800 MHz,‎SSD,‎NVIDIA GeForce RTX 4060,‎NVIDIA,‎Dedicated,‎8,"‎Bluetooth, 802.11ax",‎3,,‎GIGABYTE,‎G6 KF-H3US854KH,‎G6 KF-H3US854KH,,‎Windows 11 Home,‎7.58 pounds,‎14.15 x 10.38 x 1.02 inches,‎14.15 x 10.38 x 1.02 inches,‎Black,‎Intel,‎6,‎DDR5 RAM,,‎NVMe,‎No Optical Drive,‎230 Volts,‎1 Lithium Polymer batteries required. (included),,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.0
304,‎11.6 Inches,‎1366 x 768 pixels,‎1366 x 768 Pixels,‎2 GHz mediatek_mt8183,‎4 GB DDR4,,‎64 GB Emmc,‎Integrated Mali-G72 MP3 Graphics,‎MediaTek,‎Integrated,‎4 GB,"‎Bluetooth, 802.11ab",‎1,‎15 Hours,‎acer,‎2023 Newest Acer X360 Chromebook Spin,‎2023 Newest Acer X360 Chromebook Spin,,‎Chrome OS,‎2.31 pounds,‎11.42 x 8.11 x 0.74 inches,‎11.42 x 8.11 x 0.74 inches,‎Silver,‎MediaTek,‎8,‎DDR SDRAM,‎64 GB,‎Solid State,‎No Optical Drive,‎11.6 Volts,‎1 Lithium Ion batteries required.,,‎1,,,‎720 Pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.9
305,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎2.4 GHz core_i5_family,‎16 GB DDR4,‎1600 MHz,‎512 GB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎16 GB,"‎Bluetooth, 802.11ac",‎2,,‎Dell,‎Inspiron,‎i3511,‎PC,‎Windows 11 Home,‎3.7 pounds,‎14.11 x 9.27 x 0.74 inches,‎14.11 x 9.27 x 0.74 inches,‎Black,‎Intel,‎4,‎DDR4 SDRAM,‎512 GB,‎PCIE x 4,,‎240 Volts,‎1 Lithium Ion batteries required.,,‎1,,,‎720 Pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.0
306,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎4.4 GHz apple_ci7,‎16 GB DDR4,‎2400 MHz,‎512 GB SSD,,‎Intel,‎Integrated,‎16 GB,‎Bluetooth,‎1,‎11 Hours,‎ASUS,‎ASUS Chromebook Flip CX3,,,‎Chrome OS,‎3.31 pounds,‎12.8 x 8.7 x 0.8 inches,‎12.8 x 8.7 x 0.8 inches,‎AI Blue,‎Intel,‎4,‎DDR4 SDRAM,‎512,‎USB 3.2,‎No Drive,‎15 Volts (DC),‎1 Lithium Ion batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.99
307,‎15 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎1.19 pentium_4,‎24 GB DDR4,,‎1 TB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,,‎Bluetooth,‎2,,‎Lenovo,‎V15,‎G2,‎PC,‎Windows 11 Home,‎3.75 pounds,‎18 x 15 x 12 inches,‎18 x 15 x 12 inches,‎Black,‎Intel,‎4,‎DDR4 SDRAM,,‎PCIE x 4,‎No Optical Drive,‎3.6 Volts,,,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.99
308,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎1.2 GHz core_i7_family,‎32 GB DDR4,,‎1 TB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,,‎802.11ax,,,‎HP,‎TPN-W155_,‎TPN-W155_,‎PC,‎Windows 11 Home,‎3.86 pounds,‎14.18 x 9.21 x 0.7 inches,‎14.18 x 9.21 x 0.7 inches,‎Silver,‎Intel,‎10,‎DDR4 SDRAM,,‎PCIE x 4,,,‎1 Lithium Ion batteries required. (included),‎AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.0
309,‎17.3 Inches,‎2560 x 1440 pixels,‎2560x1440,‎5.1 GHz amd_ryzen_7,‎16 GB DDR5,,‎1 TB SSD,‎NVIDIA GeForce RTX 4060,‎AMD,‎Dedicated,‎8 GB,"‎Bluetooth, 802.11ax",‎4,,‎acer,‎Nitro 17,‎AN17-41-R7G3,,‎Windows 11 Home,‎6.61 pounds,‎15.76 x 1.1 x 11.55 inches,‎15.76 x 1.1 x 11.55 inches,‎Black,‎AMD,‎8,‎DDR5 RAM,‎1 TB,‎Solid State,‎No Optical Drive,‎100240 Volts,‎1 Lithium Ion batteries required. (included),,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.9
310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.11
311,‎14 Inches,‎2560 x 1600 pixels,‎2560x1600,‎5 GHz apple_ci7,‎16 GB LPDDR5,,‎1 TB SSD,‎NVIDIA GeForce RTX 4070,‎NVIDIA,‎Dedicated,‎8 GB,"‎Bluetooth, 802.11ax",‎3,,‎acer,‎PT14-51-7979,‎NH.QLQAA.001,,‎Windows 11 Home,‎3.75 pounds,‎12.34 x 0.78 x 8.94 inches,‎12.34 x 0.78 x 8.94 inches,‎Silver,‎Intel,‎14,,‎1 TB,,‎No Optical Drive,‎240 Volts,‎1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1259.97
313,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎4.2 GHz core_i5_family,‎20 GB DDR4,,‎1 TB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,,‎Bluetooth,,,‎ASUS,‎X515E,‎X515E,‎PC,‎Windows 11 Home,‎3.97 pounds,‎14.17 x 9.25 x 0.78 inches,‎14.17 x 9.25 x 0.78 inches,‎Gray,‎Intel,‎4,‎DDR4 SDRAM,‎1 TB,‎PCIE x 4,,‎5 Volts,‎1 Lithium Ion batteries required. (included),‎AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.99
315,‎15.6 Inches,‎1920 x 1080,‎1920 x 1080,‎1.6 GHz core_i5_8250u,,,‎256 GB SSD,"‎Intel HD Graphics 620, Intel UHD Graphics 620",‎Intel,‎Integrated,‎1 GB,‎802.11ac,,,‎Dell,‎Dell Latitude,‎5500,‎PC,‎Windows 10 Pro,‎4 pounds,‎9.29 x 1400 x 0.79 inches,‎9.29 x 1400 x 0.79 inches,,,‎1,‎DDR4 SDRAM,‎256 GB,‎PCIE x 8,‎DVD,‎12 Volts,,"‎Corded Electric, Battery Powered",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.89
316,‎16 Inches,‎1920 x 1200 pixels,‎1920x1200,‎3.8 GHz ryzen_7,‎16 DDR5,,‎1 TB,‎NVIDIA GeForce RTX 4060,‎NVIDIA,‎Dedicated,‎8 GB,"‎Bluetooth, 802.11ax",‎3,,‎acer,‎Acer Nitro V Gaming Laptop ANV16-41-R5J0,‎NH.QP0AA.001,,‎Windows 11 Home,‎5.51 pounds,‎14.22 x 0.97 x 10.96 inches,‎14.22 x 0.97 x 10.96 inches,‎Black,‎AMD,‎8,‎DDR5 RAM,‎1 TB,,,,‎1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129.0
317,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080,‎4.7 GHz core_i7,‎16 GB DDR4,‎3200 MHz,‎512 GB SSD,‎NVIDIA GeForce RTX 3060,‎NVIDIA,‎Dedicated,‎6 GB,"‎Bluetooth, 802.11ax",‎3,,‎acer,‎AN515-58-725A,‎NH.QFMAA.003,,‎Windows 11 Home,‎5.51 pounds,‎14.19 x 10.67 x 1.06 inches,‎14.19 x 10.67 x 1.06 inches,‎Black,‎Intel,‎14,‎DDR4 SDRAM,‎512 GB,‎USB 3.2,‎No Optical Drive,‎240 Volts,‎1 Lithium Ion batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.0
318,‎13.3 Inches,‎1920 x 1080 pixels,‎1920x1080 Pixels,‎4.8 GHz core_i7,‎16 GB LPDDR4X,‎3200 MHz,‎512 GB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,,"‎Bluetooth, 802.11ax",‎2,,‎Dell,‎Latitude 5330,‎Latitude 5330,‎PC,‎Windows 11 Pro,‎2.65 pounds,‎12.04 x 8.17 x 0.73 inches,‎12.04 x 8.17 x 0.73 inches,‎Gray,‎Intel,‎10,‎DDR4 SDRAM,,‎Solid State,‎No Optical Drive,,,‎AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.98
319,‎14.2 Inches,‎2048x1536,,‎4 GHz none,‎SODIMM,,‎SSD,,‎Apple,‎Integrated,,,,,‎Apple,‎Apple 2023 MacBook Pro,‎Z1AU0029N,,‎Mac OS,‎6.54 pounds,‎12.31 x 0.61 x 8.71 inches,‎12.31 x 0.61 x 8.71 inches,,‎Apple,‎11,,‎1 TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2457.44
320,‎16 Inches,‎2048x1536,‎3456 x 2234 Pixels,‎62 GHz others,‎18 GB DDR4,,‎1 TB SSD,‎Apple M3 Pro 12C CPU - 18C GPU,‎Apple,‎Integrated,‎1 GB,,‎3,‎22 Hours,‎Apple,‎MacBook Pro,‎MacBook Pro Late 2023 K,‎Mac,‎Mac OS,‎8.34 pounds,‎17.6 x 13.05 x 3.05 inches,‎17.6 x 13.05 x 3.05 inches,‎Space Black,‎Apple,‎12,‎DDR SDRAM,‎18 GB,‎Solid State,‎No Optical Drive,,‎1 Lithium Ion batteries required. (included),,,‎1 RPM,,‎5 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,2573.35
321,‎15.6 Inches,‎1920 x 1080 pixels,,‎core_i5,‎16 GB DDR4,‎2400 MHz,‎512 GB SSD,,‎Intel,‎Dedicated,‎16 GB,‎Bluetooth,,,‎Dell,‎Latitude,‎5530,,‎Windows 11 Pro,‎3.5 pounds,‎14.09 x 9.19 x 0.87 inches,‎14.09 x 9.19 x 0.87 inches,,‎Intel,‎4,‎DDR4 SDRAM,‎512 GB,,,‎15 Volts,‎1 Lithium Ion batteries required.,,,,,‎720 Pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0
322,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎3.4 GHz core_m,‎12 GB LPDDR5,‎2400 MHz,‎512 GB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,,"‎5 GHz Radio Frequency, 2.4 GHz Radio Frequency",‎2,,‎BiTECOOL,‎Helion,‎Helion,‎PC,‎Windows 11 Pro,‎3.63 pounds,‎12.8 x 0.64 x 8.3 inches,‎12.8 x 0.64 x 8.3 inches,‎Gray,‎Intel,‎4,‎DDR5 RAM,‎512 GB,‎Solid State,,‎11 Volts,‎1 Lithium Polymer batteries required. (included),,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.0
323,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎4.8 hertz core_i7,‎32 GB LPDDR5,,‎2 TB SSD,‎Intel HD Graphics,‎Intel,‎Integrated,,,‎1,,‎LG,‎15Z90ST-G.ADB9U1,‎15Z90ST-G.ADB9U1,,‎Windows 11 Home,‎2.18 pounds,‎14 x 8.95 x 0.49 inches,‎14 x 8.95 x 0.49 inches,‎Neptune Blue,‎Intel,‎16,,‎32 GB,,‎Not Available,‎100240 Volts,‎1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1696.99
324,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080,‎3.3 GHz ryzen_5,‎8 GB DDR5,‎2666 MHz,‎256 GB SSD,‎NVIDIA GeForce RTX 3050,‎NVIDIA,‎Dedicated,‎4 GB,‎802.11ax,‎2,‎8 Hours,‎Lenovo,‎IdeaPad Gaming 3,‎82SB0001US,‎PC,‎Windows 11 Home,‎7.55 pounds,‎14.16 x 10.49 x 1.02 inches,‎14.16 x 10.49 x 1.02 inches,‎Onyx Grey,‎AMD,‎1,‎DDR4 SDRAM,,‎USB 3.2,,‎5 Volts,‎1 Lithium Polymer batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.29
325,‎14 Inches,‎1366 x 768 pixels,‎1366 x 768 Pixels,‎3.8 GHz ryzen_3,‎16 DDR4,,‎1 TB SSD,‎AMD Radeon Graphics,‎AMD,‎Integrated,,‎802.11ac,,,‎HP,‎HP,‎HP,‎PC,‎Windows 11,‎3.24 pounds,‎12.76 x 8.86 x 0.71 inches,‎12.76 x 8.86 x 0.71 inches,‎Jet black,‎AMD,‎4,‎DDR4 SDRAM,,‎PCIE x 4,,,,‎Corded Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.0
326,‎16 Inches,‎1920 x 1200 pixels,‎1920x1200 Pixels,‎4.3 GHz ryzen_5,‎8 GB DDR4,‎2400 MHz,‎512 GB SSD,‎AMD Radeon,‎AMD,‎Integrated,,"‎Bluetooth, 802.11ax",‎2,,‎ASUS,‎VivoBook 16,‎M1605YA-ES52,,‎Windows 11 Home,‎4.14 pounds,‎14.12 x 0.78 x 9.82 inches,‎14.12 x 0.78 x 9.82 inches,‎Indie Black,‎AMD,‎6,‎DDR4 SDRAM,‎512 GB,,‎No Drive,‎19 Volts (DC),‎1 Lithium Ion batteries required. (included),‎Battery Powered,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0
327,‎14,‎1366 x 768 pixels,‎1366x768 Pixels,‎2.6 GHz celeron_n,‎4 DDR4,,‎128 GB Emmc,‎Intel UHD Graphics 600,‎Intel,‎Integrated,‎4 GB,‎802.11a/b/g/n/ac,‎3,,‎HP,‎HP Chromebook,‎HP Chromebook,,‎Chrome OS,‎3.35 pounds,‎12.85 x 0.72 x 8.94 inches,‎12.85 x 0.72 x 8.94 inches,‎Gray,‎Intel,‎4,‎DDR4 SDRAM,,‎Solid State,‎No Optical Drive,‎5 Volts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.21
328,‎17 Inches,‎2560 x 1600 pixels,‎2560x1600 Pixels,‎1.6 GHz intel_core_i9,‎32 GB DDR5,‎5600 MHz,‎1 TB SSD,‎NVIDIA GeForce RTX 4070,‎NVIDIA,‎Dedicated,‎8 GB,"‎Bluetooth, 802.11ax",‎4,,‎MSI,‎Raider GE78HX 14VGG-205,‎RAIDERGE7814205,,‎Windows 11 Home,‎6.61 pounds,‎14.97 x 1.13 x 11.73 inches,‎14.97 x 1.13 x 11.73 inches,‎Black,‎Intel,‎1,‎DDR5 RAM,‎1 TB,‎NVMe,,,‎1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2249.99
329,‎14 Inches,,‎1920 x 1080 Pixels,‎4.4 GHz core_i3,‎DDR4,,‎1 TB SSD,‎Intel UHD Graphics,,‎Integrated,,,,,‎ASUS,‎ASUS,‎ASUS,‎PC,‎Windows 11 Home,‎3.09 pounds,‎12.79 x 8.42 x 0.7 inches,‎12.79 x 8.42 x 0.7 inches,‎Quiet Blue,‎Intel,‎6,‎DDR4 SDRAM,,‎PCIE x 4,,,‎1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.99
330,‎8 Inches,‎1366 x 768 pixels,‎1366x768 Pixels,‎Intel_Mobile_CPU,‎12 LPDDR5,‎4800 MHz,‎1 TB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,‎12 GB,‎802.11a/b/g/n/ac,‎1,,‎KOOFORWAY,‎P8,,,‎Windows 11 Pro,‎1.7 pounds,‎7.8 x 5.5 x 0.8 inches,‎7.8 x 5.5 x 0.8 inches,‎P8(12GB+1TB),‎Intel,‎1,‎DDR5 RAM,‎12 GB,‎Solid State,‎NO,‎11.4 Volts,‎1 Lithium Polymer batteries required. (included),,,‎7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.0
331,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎2.4 GHz core_i5_family,‎16 GB DDR4,,‎512 GB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎4 GB,"‎Bluetooth, 802.11a",,,‎HP,‎Notebook,‎2795,‎PC,‎Windows 11 Home,‎3.75 pounds,‎14.11 x 9.53 x 0.71 inches,‎14.11 x 9.53 x 0.71 inches,‎Silver,‎Intel,‎4,‎DDR4 SDRAM,,‎PCIE x 4,,,‎1 Lithium Ion batteries required.,‎AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.99
332,‎17.3 Inches,‎1920 x 1200 pixels,‎1920x1200 Pixels,‎2 GHz celeron,‎24 GB LPDDR4,,‎512 GB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,‎24 GB,,‎3,,‎jumper,‎Ezbook S7 Mega Laptop,,,‎Windows 11,‎4.22 pounds,‎15.59 x 9.8 x 0.83 inches,‎15.59 x 9.8 x 0.83 inches,,‎Intel,‎4,‎DDR4 SDRAM,‎512 GB,,‎NO,‎5 Volts,‎1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.99
333,‎14.4 Inches,‎1920 x 1080 pixels,,‎1.7 GHz apple_ci7,‎16 GB LPDDR5,,‎512 GB SSD,,‎Intel,‎Integrated,‎4,,,,‎Microsoft,‎Surface Laptop,‎A8Z-00001,‎PC,‎Windows 11 Home,‎3.4 pounds,‎13.63 x 9.84 x 2.4 inches,‎13.63 x 9.84 x 2.4 inches,,‎Intel,‎4,,‎512 GB,,,,‎1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.99
334,‎13,‎2560 x 1600 pixels,‎2560 x 1600 pixels,‎3.4 GHz apple_m2,‎SO-DIMM,,‎512 GB SSD,‎Intel HD Graphics 520,‎Apple,‎Integrated,,,,,‎Apple,‎MacBook Air,‎Z15S000D2,,‎macOS 12 Monterey,‎4.99 pounds,‎11.97 x 0.44 x 8.46 inches,‎11.97 x 0.44 x 8.46 inches,,‎Apple,‎8,,‎512 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1248.99
335,‎14 Inches,‎1920 x 1080 pixels,‎1920x1080 Pixels,‎2.4 GHz intel_core_i5_1135g7,‎8 GB DDR4,‎2 GHz,‎256 GB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎8 GB,‎Bluetooth,,,‎HP,‎HP Pavilion,‎14m-dw1023dx,‎PC,‎Windows 11,‎3.55 pounds,‎29 x 29 x 29 inches,‎29 x 29 x 29 inches,‎Gold,‎Intel,‎4,‎DDR2 SDRAM,,‎Solid State,,‎120 Volts (AC),‎1 A batteries required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.0
336,‎14 Inches,‎1920 x 1080 pixels,‎1366 x 768 Pixels,‎1.9 GHz core_i7_8650u,‎16 GB DDR4,‎2400 MHz,‎512 GB SSD,‎Intel UHD Graphics 620,‎Intel,‎Integrated,‎16 GB,‎802.11ac,,‎6 Hours,‎Dell,‎Dell Latitude,‎Dell Latitude 5490,,‎Windows 10 Pro,‎3.26 pounds,‎13.1 x 9 x 0.9 inches,‎13.1 x 9 x 0.9 inches,‎Black,‎Intel,‎4,‎SDRAM,‎512 GB,‎Solid State,,‎19.5 Volts,‎1 Lithium Ion batteries required.,‎Corded Electric,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.97
337,‎15.6 Inches,‎1920 x 1080 pixels,,‎2.9 GHz celeron,‎16 GB DDR4,,‎512 GB SSD,,‎Intel,‎Integrated,,,,,‎ANMESC,‎ANT1504,‎ANT1504,,‎Windows 11 Home,‎4.03 pounds,‎15.6 x 0.99 x 9.9 inches,‎15.6 x 0.99 x 9.9 inches,‎Gray,‎Intel,,‎DDR4 SDRAM,,,,,‎1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.99
338,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎4.5 GHz core_i5,‎8 GB DDR4,,‎512 GB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎4 GB,‎Bluetooth,‎2,,‎Lenovo,‎Ideapad 3i,‎‎Ideapad 3i,‎PC,‎Windows 11,‎3.74 pounds,‎14.26 x 9.98 x 0.78 inches,‎14.26 x 9.98 x 0.78 inches,‎‎Abyss Blue,‎Intel,‎4,‎DDR4 SDRAM,‎512 GB,‎Solid State,‎No Optical Drive,,,‎Battery Powered,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0
339,‎15.6 Inches,‎1920 x 1080,‎1920 x 1080 Pixels,‎2.3 GHz intel_core_i5_1135g7,‎8 GB 8 GB DDR4,‎2666 MHz,‎256 GB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,,"‎Bluetooth, 802.11ax",‎3,‎8.15 Hours,‎HP,‎i5 11th gen,‎15-dy2024nr,‎PC,‎Windows 11 Home,‎3.75 pounds,‎14.11 x 9.53 x 0.71 inches,‎14.11 x 9.53 x 0.71 inches,‎Natural Silver,‎Intel,‎4,‎DDR4 SDRAM,,‎Gigabit Ethernet,‎No optical Storage Device,‎24 Volts,‎1 Lithium Ion batteries required. (included),‎Battery Powered,,‎5400 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.79
340,‎12.45 Inches,‎1536 x 1024 pixels,‎1536 x 1024 Pixels,‎4.2 GHz apple_ci5,‎8 GB LPDDR4X,‎2400 MHz,‎128 GB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎8 GB,‎802.11ax,,‎13.5 Hours,‎Microsoft,‎Surface Laptop Go 2,‎8QC-00001,,‎Windows 11 Home,‎2.48 pounds,‎8.96 x 11.86 x 2.15 inches,‎8.96 x 11.86 x 2.15 inches,‎Platinum,‎Intel,‎4,‎DDR DRAM,‎128 GB,‎Solid State,‎8 Gb,‎19 Volts,‎1 Lithium Ion batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.0
341,‎16 Inches,‎2560 x 1600 pixels,‎2560 x 1600 Pixels,‎2.1 GHz core_i7,‎32 GB DDR5,‎4800 MHz,‎1 TB SSD,‎NVIDIA GeForce RTX 4060 Graphics,‎NVIDIA,‎Integrated,‎8 GB,"‎Bluetooth, 802.11ax",‎6,‎8 Hours,‎Lenovo,‎82WK004GUS,‎82WK004GUS,‎PC,‎Windows 11 Home,‎5.5 pounds,‎14.3 x 10.25 x 1 inches,‎14.3 x 10.25 x 1 inches,‎Black,‎Intel,‎16,‎DDR5 RAM,‎32 GB,‎SATA 6 GB/s,,‎230 Volts,‎1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329.0
342,‎13 Inches,‎2880x1920,‎2880 x 1920 Pixels,‎4.8 GHz core_i7,‎16 GB LPDDR4,,‎SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎16 GB,‎802.11ax,,,‎Microsoft,‎Surface Pro,‎EEB-00001,‎Windows,‎Windows 11,‎0.634 ounces,‎9.06 x 12.22 x 1.97 inches,‎9.06 x 12.22 x 1.97 inches,‎Platinum,‎Intel,‎4,‎DDR4 SDRAM,‎1 TB,‎Solid State,,‎37.24 Volts,‎1 Lithium Ion batteries required. (included),‎Battery Powered,,,,‎8 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099.99
343,‎11.6 Inches,‎1366 x 768 pixels,‎1366 x 768 pixels,‎mediatek_mt8183,‎4 LPDDR4X,‎2400 MHz,‎64 GB Emmc,‎MediaTek,‎MediaTek,‎Integrated,,‎802.11ac,,,‎acer,,,,‎Windows 10 Home,‎3.88 pounds,‎8.11 x 11.42 x 0.74 inches,‎8.11 x 11.42 x 0.74 inches,‎Silver,‎Intel,‎1,,‎64 GB,‎Serial ATA,,‎7.7 Volts,‎1 Lithium Ion batteries required.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.99
344,‎14 Inches,‎1366 x 768 pixels,‎1366 x 768 Pixels,‎2.6 GHz celeron,‎4 GB DDR4,,‎64 GB SSD,‎Intel UHD Graphics 600,‎Intel,‎Integrated,‎4 GB,‎Bluetooth,,‎14 Hours,‎HP,,‎HP,‎PC,‎Chrome OS,‎3.35 pounds,‎12.85 x 8.94 x 0.72 inches,‎12.85 x 8.94 x 0.72 inches,,‎Intel,‎4,‎DDR4 SDRAM,,‎Solid State,,,,‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.62
345,‎17.3 Inches,‎1920 x 1080 pixels,‎1920x1080 Pixels,‎3.3 GHz core_i3,‎DDR4,,‎1 TB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,,,‎3,‎9 Hours,‎HP,‎HP,‎HP,‎PC,‎Windows 11 Home,‎6.39 pounds,‎15.78 x 0.78 x 10.15 inches,‎15.78 x 0.78 x 10.15 inches,,‎Intel,‎6,‎DDR4 SDRAM,,‎Solid State,‎NO,,‎1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.0
346,‎14 Inches,‎1920 x 1200 pixels,‎1920 x 1200 Pixels,‎4.4 GHz apple_ci3,,,‎SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,‎8 GB,,‎1,,‎Lenovo,‎Lenovo IdeaPad Flex 5,‎82R7003WUS,,‎Windows 11 Home,‎4.84 pounds,‎18.8 x 2.7 x 11.9 inches,‎18.8 x 2.7 x 11.9 inches,‎Storm Gray,‎Intel,‎4,‎DDR4 SDRAM,‎256 GB,,,‎5 Volts,‎1 Lithium Polymer batteries required.,,‎2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.07
